,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
10316,10317,20000.0,2,3,2,23,0.0,0.0,2.0,2.0,2.0,2.0,13884.0,16344.0,15784.0,17517.0,17097.0,18654.0,3000.0,0.0,2000.0,0.0,2000.0,0.0,1.0
298,299,280000.0,2,1,1,36,0.0,0.0,0.0,0.0,0.0,0.0,58983.0,60788.0,63225.0,29701.0,30172.0,30771.0,2755.0,3463.0,1300.0,1100.0,1100.0,2000.0,0.0
16937,16938,20000.0,1,3,2,59,,,,,,,16357.0,19074.0,18482.0,20329.0,19616.0,19303.0,3000.0,0.0,2300.0,0.0,0.0,0.0,1.0
19152,19153,150000.0,2,3,2,47,0.0,0.0,0.0,0.0,0.0,0.0,132093.0,129831.0,126485.0,124547.0,117364.0,117368.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0
19479,19480,50000.0,2,3,2,35,0.0,0.0,-1.0,0.0,-1.0,0.0,54731.0,51080.0,45536.0,38745.0,37395.0,19247.0,1730.0,52014.0,1200.0,19959.0,1402.0,811.0,0.0
5529,5530,140000.0,1,3,2,39,0.0,0.0,0.0,0.0,-1.0,-1.0,115940.0,100572.0,10776.0,10776.0,1059.0,0.0,10000.0,1000.0,0.0,1059.0,0.0,0.0,0.0
12423,12424,110000.0,2,2,1,25,1.0,2.0,2.0,2.0,2.0,0.0,102884.0,100388.0,104529.0,81319.0,76549.0,77433.0,0.0,6000.0,4000.0,0.0,4000.0,2730.0,0.0
10588,10589,50000.0,2,2,2,24,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1572.0,1572.0,6561.0,5091.0,353.0,26864.0,1572.0,6561.0,102.0,353.0,27000.0,1000.0,0.0
27560,27561,50000.0,1,3,2,57,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,390.0,1726.0,390.0,390.0,390.0,390.0,1726.0,390.0,390.0,390.0,390.0,540.0,0.0
8956,8957,500000.0,1,1,1,45,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,6197.0,4934.0,6783.0,11507.0,4883.0,5897.0,4969.0,6802.0,11523.0,14.0,5914.0,7622.0,0.0
14941,14942,100000.0,2,2,1,39,2.0,2.0,0.0,0.0,0.0,0.0,78353.0,77726.0,79151.0,80249.0,82405.0,77011.0,1200.0,3400.0,2900.0,3500.0,3000.0,6100.0,1.0
19672,19673,20000.0,2,2,1,34,0.0,0.0,0.0,0.0,0.0,-1.0,5185.0,6547.0,8879.0,10926.0,17536.0,2090.0,2000.0,3000.0,3000.0,7000.0,2090.0,0.0,0.0
17607,17608,50000.0,2,2,1,40,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4860.0,8389.0,22049.0,8110.0,3164.0,10148.0,8389.0,22049.0,8117.0,3164.0,10148.0,7949.0,0.0
9470,9471,90000.0,2,2,1,43,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7489.0,5798.0,15112.0,0.0,0.0,0.0,5833.0,15114.0,0.0,0.0,0.0,0.0,0.0
14694,14695,200000.0,2,2,2,30,-1.0,0.0,0.0,-1.0,-1.0,-1.0,11916.0,23694.0,26397.0,12674.0,14068.0,6468.0,12366.0,11000.0,12674.0,14445.0,6867.0,399.0,1.0
15825,15826,20000.0,2,2,2,26,0.0,0.0,0.0,0.0,0.0,0.0,16932.0,17938.0,18798.0,19347.0,8007.0,4890.0,1596.0,1456.0,1005.0,160.0,98.0,0.0,0.0
11072,11073,80000.0,1,2,2,27,2.0,0.0,0.0,0.0,0.0,3.0,56789.0,58276.0,60102.0,61423.0,72197.0,71003.0,2400.0,3000.0,2500.0,11576.0,39.0,38.0,1.0
14741,14742,50000.0,1,3,2,31,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,44461.0,8635.0,-2550.0,-3300.0,-3300.0,-3300.0,1000.0,0.0,0.0,0.0,0.0,0.0,1.0
8179,8180,500000.0,1,1,1,46,-1.0,-1.0,-1.0,-2.0,-2.0,-1.0,10678.0,6914.0,813.0,17280.0,26162.0,2518.0,6944.0,813.0,17280.0,26162.0,2534.0,2553.0,0.0
29503,29504,60000.0,1,1,2,36,1.0,2.0,2.0,2.0,2.0,2.0,28504.0,27747.0,32577.0,31754.0,34228.0,35128.0,0.0,5300.0,0.0,3000.0,1600.0,1000.0,1.0
23827,23828,280000.0,2,2,1,50,2.0,2.0,2.0,2.0,0.0,0.0,106341.0,108711.0,111510.0,108253.0,109065.0,111447.0,5600.0,6000.0,0.0,4100.0,4300.0,4300.0,1.0
14585,14586,110000.0,2,1,2,32,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23587,23588,160000.0,2,1,2,39,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,300.0,0.0,0.0,821.0,0.0,300.0,0.0,0.0,821.0,0.0,0.0,0.0
23272,23273,130000.0,2,2,1,49,1.0,-2.0,-1.0,-1.0,-2.0,-1.0,0.0,-390.0,390.0,0.0,-390.0,390.0,0.0,1560.0,0.0,0.0,1170.0,1170.0,0.0
10536,10537,30000.0,2,2,2,25,2.0,2.0,2.0,2.0,3.0,2.0,300.0,300.0,300.0,1126.0,826.0,676.0,0.0,0.0,828.0,0.0,0.0,31496.0,0.0
19847,19848,100000.0,2,2,1,30,2.0,-1.0,-1.0,0.0,0.0,0.0,736.0,1237.0,40476.0,41408.0,36362.0,34213.0,1237.0,43757.0,2005.0,1500.0,2000.0,2000.0,0.0
17494,17495,30000.0,2,3,2,41,0.0,0.0,0.0,0.0,0.0,0.0,12001.0,12450.0,12040.0,12739.0,7610.0,7000.0,1485.0,1301.0,1000.0,152.0,140.0,780.0,0.0
20336,20337,40000.0,2,2,1,56,0.0,0.0,0.0,0.0,0.0,0.0,30048.0,31049.0,32144.0,33157.0,33657.0,34359.0,1805.0,1900.0,1851.0,1351.0,1394.0,1464.0,1.0
20230,20231,20000.0,2,2,1,51,1.0,2.0,0.0,0.0,0.0,0.0,14710.0,14166.0,14040.0,13796.0,12909.0,12015.0,0.0,1253.0,2232.0,402.0,393.0,357.0,0.0
6009,6010,80000.0,2,2,1,42,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3104,3105,330000.0,1,1,1,42,0.0,0.0,0.0,0.0,0.0,0.0,241191.0,114291.0,113296.0,35048.0,36491.0,37252.0,10000.0,5449.0,5000.0,2000.0,2000.0,5000.0,0.0
13146,13147,140000.0,2,2,2,32,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,3003.0,3134.0,0.0,0.0,1186.0,0.0,3134.0,0.0,0.0,1186.0,0.0,1047.0,1.0
4519,4520,210000.0,1,2,2,39,0.0,0.0,0.0,0.0,0.0,0.0,33459.0,35911.0,40288.0,42605.0,43870.0,13750.0,3000.0,5000.0,3000.0,2000.0,1000.0,12000.0,0.0
2297,2298,500000.0,1,1,1,37,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16109,16110,200000.0,2,1,2,31,0.0,0.0,0.0,0.0,0.0,0.0,191807.0,195618.0,200170.0,202965.0,155579.0,124488.0,8500.0,9200.0,8000.0,7000.0,5000.0,5000.0,0.0
4708,4709,20000.0,2,2,1,37,0.0,0.0,0.0,0.0,0.0,0.0,17843.0,18833.0,17830.0,18184.0,18565.0,19076.0,1280.0,1276.0,630.0,653.0,798.0,581.0,0.0
19343,19344,250000.0,2,1,1,34,2.0,0.0,0.0,2.0,0.0,0.0,138380.0,141223.0,156858.0,151841.0,152803.0,155997.0,5136.0,17994.0,0.0,5469.0,5656.0,6811.0,0.0
3816,3817,50000.0,1,2,2,32,0.0,0.0,0.0,0.0,2.0,0.0,32813.0,34973.0,35603.0,37595.0,29818.0,24416.0,3000.0,1700.0,2600.0,0.0,10000.0,6000.0,1.0
11089,11090,240000.0,1,2,1,41,0.0,0.0,0.0,0.0,0.0,0.0,22165.0,21292.0,16469.0,13737.0,9071.0,177268.0,7002.0,3002.0,5002.0,3009.0,177004.0,5452.0,1.0
8423,8424,500000.0,1,1,1,43,-1.0,-1.0,2.0,-1.0,-1.0,0.0,14132.0,35814.0,20089.0,28077.0,132588.0,115442.0,35820.0,18.0,28077.0,132588.0,28500.0,20000.0,0.0
20664,20665,370000.0,1,2,2,39,1.0,2.0,0.0,0.0,0.0,0.0,343248.0,334394.0,337272.0,340152.0,345904.0,322168.0,5.0,14005.0,12004.0,12362.0,12006.0,9555.0,1.0
13529,13530,90000.0,1,1,2,29,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,140.0,0.0,280.0,140.0,133.0,2506.0,0.0,420.0,0.0,133.0,2513.0,910.0,0.0
14295,14296,80000.0,2,3,1,25,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,550.0,1606.0,1422.0,2685.0,1395.0,2896.0,1606.0,4.0,2693.0,1395.0,2906.0,0.0,0.0
10878,10879,30000.0,1,2,2,25,1.0,2.0,3.0,2.0,0.0,0.0,25787.0,28067.0,27332.0,26597.0,27512.0,57002.0,3000.0,0.0,0.0,1500.0,1600.0,900.0,0.0
13389,13390,340000.0,2,3,1,36,-1.0,2.0,2.0,-1.0,-1.0,2.0,2566.0,1689.0,-11.0,35947.0,83360.0,82516.0,8.0,0.0,35958.0,50000.0,0.0,10000.0,0.0
24192,24193,20000.0,1,2,1,30,1.0,2.0,2.0,2.0,2.0,2.0,17005.0,15451.0,18067.0,17469.0,19905.0,19763.0,0.0,2874.0,0.0,2712.0,1566.0,818.0,1.0
27643,27644,20000.0,2,2,2,24,1.0,2.0,2.0,2.0,2.0,-2.0,4697.0,3800.0,5989.0,5761.0,0.0,0.0,0.0,2266.0,38.0,0.0,0.0,0.0,1.0
9741,9742,60000.0,1,2,1,42,0.0,0.0,0.0,0.0,0.0,0.0,49244.0,48310.0,41746.0,25488.0,26199.0,28200.0,2000.0,2000.0,1000.0,1501.0,3000.0,1500.0,0.0
8208,8209,270000.0,1,1,1,51,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,19984.0,2099.0,12985.0,0.0,0.0,0.0,2099.0,13056.0,0.0,0.0,0.0,0.0,1.0
9095,9096,200000.0,1,2,1,36,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18644,18645,150000.0,2,1,2,28,1.0,-1.0,-1.0,-2.0,-2.0,-1.0,0.0,382.0,0.0,0.0,0.0,904.0,382.0,0.0,0.0,0.0,904.0,0.0,0.0
28777,28778,290000.0,2,2,1,35,0.0,0.0,0.0,0.0,0.0,0.0,285679.0,277275.0,199437.0,154369.0,110016.0,27774.0,10050.0,8007.0,4005.0,2500.0,13000.0,2060.0,0.0
3346,3347,250000.0,2,2,1,33,2.0,2.0,-2.0,-2.0,-2.0,-2.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7259,7260,210000.0,1,2,2,28,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,198724.0,200500.0,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0
4940,4941,30000.0,1,2,2,35,0.0,0.0,0.0,0.0,0.0,0.0,20180.0,21827.0,20723.0,19523.0,4294.0,3974.0,2000.0,2032.0,0.0,1000.0,3000.0,1000.0,0.0
15146,15147,70000.0,2,1,2,23,2.0,2.0,0.0,0.0,0.0,0.0,72593.0,70828.0,74271.0,70467.0,50700.0,49329.0,0.0,7463.0,2200.0,2840.0,1781.0,1812.0,1.0
13498,13499,180000.0,2,3,1,41,2.0,2.0,2.0,0.0,0.0,0.0,100094.0,101204.0,98680.0,100644.0,102750.0,104792.0,3582.0,0.0,3605.0,3731.0,3752.0,4038.0,1.0
12453,12454,60000.0,2,2,2,22,1.0,2.0,2.0,0.0,0.0,0.0,52126.0,52707.0,47939.0,29351.0,28128.0,27811.0,2030.0,0.0,1014.0,1001.0,1020.0,1142.0,1.0
11962,11963,220000.0,2,2,1,43,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16104,16105,60000.0,2,3,1,48,0.0,0.0,0.0,0.0,0.0,0.0,58653.0,59063.0,53377.0,37418.0,37543.0,35447.0,2500.0,2000.0,1900.0,1500.0,1300.0,1300.0,1.0
8238,8239,110000.0,2,1,2,29,2.0,0.0,0.0,0.0,0.0,0.0,106321.0,107630.0,106354.0,79154.0,69988.0,69018.0,4334.0,4250.0,2946.0,2506.0,2458.0,2524.0,1.0
26940,26941,280000.0,1,5,1,39,0.0,0.0,0.0,0.0,0.0,0.0,227604.0,218526.0,196479.0,196034.0,378323.0,192115.0,7670.0,7221.0,7091.0,8013.0,14923.0,7068.0,0.0
11177,11178,50000.0,2,2,2,30,0.0,0.0,0.0,0.0,0.0,0.0,48779.0,50097.0,50313.0,10264.0,10082.0,9899.0,2400.0,1700.0,348.0,354.0,362.0,320.0,0.0
15609,15610,360000.0,2,1,2,27,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,12063.0,6080.0,0.0,0.0,0.0,12063.0,6080.0,0.0,0.0,0.0,0.0
5838,5839,50000.0,2,3,2,22,2.0,2.0,0.0,0.0,0.0,0.0,22719.0,18408.0,19330.0,19561.0,19815.0,18574.0,0.0,1573.0,804.0,675.0,738.0,1000.0,0.0
2279,2280,200000.0,2,2,1,35,1.0,-2.0,-2.0,-2.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,688.0,0.0,0.0,0.0,0.0,688.0,0.0,0.0
24045,24046,50000.0,1,2,2,25,0.0,0.0,0.0,0.0,0.0,0.0,29827.0,30863.0,31897.0,29652.0,20483.0,19909.0,1536.0,1570.0,1316.0,1680.0,722.0,822.0,0.0
16547,16548,130000.0,1,1,2,29,-1.0,-1.0,-1.0,0.0,0.0,-1.0,9619.0,6247.0,59904.0,81838.0,37422.0,15365.0,6247.0,59904.0,30000.0,10000.0,15365.0,10778.0,0.0
9460,9461,70000.0,2,2,2,25,0.0,0.0,0.0,0.0,0.0,0.0,66174.0,67555.0,25059.0,26834.0,14112.0,28191.0,3000.0,2000.0,2400.0,2012.0,14500.0,3000.0,1.0
23041,23042,210000.0,2,5,2,32,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6232,6233,60000.0,2,2,2,29,2.0,2.0,2.0,0.0,0.0,0.0,41387.0,42117.0,41140.0,42110.0,42988.0,43841.0,1685.0,0.0,1655.0,1707.0,1718.0,1775.0,0.0
11096,11097,250000.0,2,1,2,50,1.0,-2.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,138.0,946.0,377.0,0.0,0.0,138.0,946.0,377.0,0.0,0.0,0.0
24892,24893,130000.0,1,2,2,38,0.0,0.0,0.0,0.0,2.0,0.0,16657.0,17874.0,18776.0,20858.0,20225.0,21396.0,1500.0,1500.0,2400.0,0.0,1500.0,1500.0,0.0
1508,1509,480000.0,1,3,2,53,0.0,0.0,0.0,0.0,0.0,0.0,482250.0,475931.0,429037.0,383821.0,369920.0,699944.0,18093.0,15233.0,12597.0,15098.0,14155.0,20306.0,0.0
7937,7938,150000.0,2,1,2,25,-1.0,0.0,-1.0,-1.0,-1.0,-2.0,18836.0,5312.0,740.0,10.0,0.0,0.0,2000.0,740.0,1410.0,0.0,0.0,0.0,0.0
28535,28536,120000.0,2,3,2,32,-1.0,0.0,0.0,0.0,0.0,0.0,66551.0,67876.0,69903.0,71446.0,79589.0,81354.0,2429.0,3120.0,3300.0,10000.0,3200.0,3200.0,0.0
4241,4242,30000.0,2,1,2,30,0.0,0.0,0.0,0.0,0.0,0.0,27851.0,29490.0,29200.0,29400.0,50000.0,0.0,2100.0,1500.0,600.0,600.0,0.0,0.0,0.0
26821,26822,110000.0,1,1,2,29,0.0,0.0,0.0,0.0,0.0,0.0,106698.0,104546.0,100272.0,92615.0,92657.0,93364.0,6000.0,4800.0,4300.0,3600.0,3500.0,3600.0,0.0
29520,29521,50000.0,1,3,2,34,0.0,0.0,0.0,0.0,-2.0,-2.0,49093.0,50375.0,51400.0,0.0,0.0,0.0,2400.0,2400.0,0.0,0.0,0.0,0.0,1.0
20528,20529,50000.0,1,2,2,26,0.0,0.0,0.0,0.0,0.0,0.0,41375.0,35398.0,27906.0,23043.0,19167.0,19478.0,1515.0,1424.0,1315.0,1000.0,1000.0,1000.0,0.0
9404,9405,110000.0,2,2,2,23,0.0,0.0,0.0,0.0,0.0,0.0,111271.0,111532.0,107998.0,79211.0,77881.0,80628.0,6000.0,4016.0,3000.0,3000.0,4000.0,4000.0,0.0
21369,21370,50000.0,1,2,1,56,0.0,0.0,0.0,0.0,0.0,0.0,48895.0,49455.0,49245.0,48657.0,20050.0,17376.0,1775.0,2070.0,1232.0,625.0,585.0,560.0,0.0
15924,15925,60000.0,2,2,1,31,0.0,0.0,2.0,2.0,2.0,2.0,37549.0,40603.0,39676.0,42407.0,41428.0,45576.0,4000.0,0.0,3700.0,0.0,5000.0,2000.0,1.0
3436,3437,80000.0,1,2,3,58,0.0,0.0,0.0,-2.0,-2.0,-2.0,3719.0,4444.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
4069,4070,150000.0,2,2,2,30,0.0,0.0,2.0,2.0,2.0,2.0,63150.0,68125.0,66432.0,73312.0,72015.0,76521.0,6000.0,0.0,8023.0,0.0,5700.0,0.0,0.0
22991,22992,70000.0,2,2,2,37,0.0,0.0,0.0,0.0,0.0,0.0,69099.0,69684.0,64801.0,64863.0,123234.0,60733.0,3018.0,3400.0,2200.0,2500.0,2500.0,2510.0,0.0
22275,22276,150000.0,2,3,2,30,0.0,0.0,0.0,0.0,0.0,0.0,69235.0,69407.0,69232.0,71089.0,65793.0,66651.0,2500.0,3000.0,3067.0,2344.0,2419.0,2500.0,0.0
29224,29225,20000.0,1,2,2,24,2.0,0.0,0.0,0.0,0.0,0.0,16794.0,17496.0,18981.0,19608.0,19600.0,20000.0,1288.0,1773.0,1400.0,392.0,400.0,0.0,0.0
7797,7798,130000.0,2,4,2,47,2.0,-1.0,-1.0,0.0,-1.0,-1.0,1478.0,1501.0,2598.0,1299.0,1299.0,1299.0,1501.0,2598.0,0.0,1299.0,1299.0,1299.0,0.0
19166,19167,110000.0,2,2,1,35,0.0,0.0,0.0,0.0,0.0,0.0,6137.0,7040.0,3861.0,4869.0,4966.0,5070.0,1053.0,1073.0,1081.0,178.0,184.0,185.0,1.0
15766,15767,10000.0,2,1,2,22,1.0,3.0,3.0,2.0,0.0,0.0,6251.0,6498.0,6744.0,6977.0,6593.0,7481.0,500.0,500.0,500.0,242.0,1000.0,273.0,0.0
19868,19869,200000.0,2,2,1,33,0.0,0.0,0.0,0.0,0.0,0.0,23870.0,25168.0,26451.0,27437.0,29401.0,31939.0,2000.0,2000.0,1437.0,2401.0,3000.0,6000.0,0.0
12102,12103,30000.0,1,2,2,33,0.0,0.0,0.0,0.0,0.0,0.0,29956.0,30536.0,30162.0,29819.0,14071.0,0.0,29000.0,1200.0,637.0,2000.0,0.0,0.0,0.0
10953,10954,80000.0,2,3,1,39,0.0,0.0,0.0,0.0,0.0,0.0,83482.0,80406.0,71540.0,68325.0,65105.0,62011.0,2900.0,2340.0,2300.0,2289.0,2500.0,1551.0,0.0
20043,20044,220000.0,2,2,2,32,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18477.0,16341.0,11125.0,10000.0,10000.0,10000.0,16370.0,11125.0,10000.0,10000.0,10000.0,301.0,0.0
13419,13420,20000.0,1,2,1,44,0.0,0.0,0.0,0.0,0.0,0.0,17441.0,17696.0,18672.0,18654.0,19584.0,19390.0,1309.0,1285.0,657.0,2000.0,388.0,390.0,1.0
25383,25384,30000.0,2,2,2,29,2.0,2.0,0.0,0.0,0.0,0.0,36328.0,35291.0,36775.0,36914.0,33305.0,33688.0,0.0,2206.0,1500.0,2000.0,6000.0,6000.0,0.0
16389,16390,90000.0,2,2,2,29,1.0,2.0,2.0,2.0,0.0,0.0,34954.0,34093.0,37539.0,36641.0,37061.0,38011.0,0.0,4000.0,0.0,1326.0,1547.0,3000.0,0.0
8828,8829,200000.0,1,1,1,40,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,3061.0,13342.0,6143.0,2982.0,6013.0,15916.0,13681.0,24.0,2991.0,6031.0,16028.0,4211.0,0.0
22627,22628,180000.0,2,1,1,37,2.0,-1.0,-1.0,-1.0,-1.0,0.0,326.0,326.0,326.0,480.0,1011.0,2685.0,326.0,326.0,480.0,1011.0,2000.0,3000.0,1.0
8105,8106,500000.0,2,1,1,34,-2.0,-2.0,-1.0,2.0,2.0,-2.0,0.0,0.0,3500.0,3500.0,0.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,1.0
6515,6516,50000.0,1,2,1,41,0.0,0.0,0.0,0.0,0.0,0.0,48027.0,48725.0,29600.0,20150.0,,,,,,,,,
7455,7456,330000.0,1,1,1,43,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15602,15603,60000.0,2,2,2,24,1.0,-1.0,3.0,2.0,0.0,-1.0,0.0,948.0,948.0,632.0,316.0,316.0,948.0,0.0,0.0,0.0,316.0,782.0,1.0
5312,5313,50000.0,2,2,2,24,0.0,0.0,2.0,0.0,0.0,0.0,18201.0,26525.0,12969.0,13758.0,14390.0,16571.0,14813.0,1000.0,1000.0,1000.0,3000.0,1000.0,0.0
26795,26796,260000.0,1,2,1,28,0.0,0.0,0.0,0.0,0.0,0.0,226244.0,230647.0,211483.0,153072.0,156149.0,144646.0,8304.0,10044.0,6000.0,5576.0,6000.0,6200.0,0.0
2403,2404,320000.0,1,1,2,32,-1.0,2.0,-1.0,-1.0,-2.0,-2.0,752.0,169.0,1940.0,0.0,0.0,0.0,0.0,1948.0,0.0,0.0,0.0,0.0,1.0
3179,3180,500000.0,2,2,1,27,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,11354.0,9983.0,13570.0,10000.0,10000.0,10000.0,9983.0,13587.0,10000.0,10000.0,10000.0,25304.0,0.0
25408,25409,50000.0,2,1,2,27,0.0,0.0,0.0,0.0,-2.0,-2.0,45190.0,45277.0,44941.0,0.0,0.0,0.0,5277.0,4941.0,0.0,0.0,0.0,0.0,0.0
12827,12828,30000.0,1,2,3,49,0.0,0.0,0.0,0.0,0.0,0.0,12939.0,14128.0,15354.0,5023.0,5275.0,54.0,1405.0,1631.0,300.0,375.0,54.0,1000.0,0.0
11640,11641,80000.0,2,2,2,27,0.0,0.0,0.0,0.0,0.0,0.0,55647.0,57737.0,58577.0,60169.0,58426.0,58204.0,3000.0,3923.0,2500.0,2100.0,2200.0,2075.0,0.0
6192,6193,380000.0,1,1,1,53,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,767.0,4090.0,9471.0,1993.0,1164.0,767.0,4090.0,9476.0,1993.0,1164.0,3514.0,0.0
19981,19982,180000.0,2,2,3,43,0.0,0.0,0.0,0.0,0.0,0.0,81147.0,172920.0,176711.0,127004.0,114179.0,129622.0,101522.0,10264.0,4598.0,9600.0,20000.0,5000.0,0.0
25771,25772,350000.0,2,1,1,33,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,82964.0,68532.0,17926.0,17966.0,30741.0,31088.0,68940.0,18018.0,18058.0,30897.0,31244.0,88461.0,1.0
3200,3201,60000.0,2,2,1,26,0.0,0.0,2.0,0.0,0.0,0.0,60597.0,61332.0,58787.0,58472.0,57777.0,60985.0,5504.0,0.0,2304.0,2261.0,4600.0,2100.0,1.0
17979,17980,20000.0,1,3,2,39,0.0,0.0,0.0,0.0,0.0,0.0,30892.0,16348.0,13593.0,10236.0,17541.0,16322.0,5000.0,2015.0,3000.0,10005.0,3414.0,270.0,0.0
15533,15534,200000.0,1,1,1,34,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7468.0,5023.0,618.0,605.0,3098.0,805.0,5048.0,621.0,608.0,3114.0,1003.0,2164.0,0.0
6874,6875,10000.0,1,1,2,22,0.0,0.0,-1.0,-1.0,-1.0,-1.0,2946.0,0.0,390.0,390.0,390.0,0.0,0.0,390.0,390.0,390.0,0.0,780.0,1.0
2173,2174,270000.0,1,1,2,36,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,15986.0,16635.0,15913.0,14192.0,10559.0,7672.0,2008.0,1513.0,1019.0,515.0,302.0,3050.0,0.0
27766,27767,50000.0,2,1,2,25,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9901,9902,250000.0,2,1,2,28,2.0,2.0,2.0,0.0,0.0,0.0,21404.0,48774.0,28705.0,32017.0,19052.0,9847.0,28705.0,0.0,4000.0,3000.0,1500.0,1000.0,1.0
2573,2574,120000.0,2,1,2,29,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,1171.0,644.0,-155.0,-155.0,745.0,542.0,1000.0,0.0,0.0,2530.0,542.0,922.0,0.0
3567,3568,230000.0,1,1,1,39,1.0,2.0,2.0,2.0,2.0,0.0,276758.0,282285.0,269849.0,255954.0,235290.0,203223.0,12000.0,10000.0,8300.0,0.0,8006.0,6270.0,0.0
4561,4562,220000.0,2,1,1,38,0.0,0.0,0.0,0.0,0.0,0.0,4438.0,7211.0,9948.0,10528.0,12412.0,13745.0,3000.0,3000.0,1000.0,2000.0,1500.0,0.0,0.0
13766,13767,90000.0,1,2,1,48,0.0,0.0,0.0,0.0,0.0,0.0,51666.0,52385.0,51790.0,50346.0,48745.0,46842.0,2919.0,3005.0,1700.0,1722.0,1414.0,1061.0,0.0
13164,13165,70000.0,2,2,1,38,0.0,0.0,0.0,0.0,0.0,0.0,40271.0,41126.0,21125.0,6197.0,4560.0,0.0,3000.0,7000.0,1100.0,1000.0,0.0,0.0,0.0
15501,15502,280000.0,1,1,1,34,1.0,-1.0,-1.0,2.0,-1.0,-1.0,-2159.0,5777.0,7936.0,2932.0,6493.0,4867.0,7936.0,2980.0,29.0,6493.0,4867.0,240.0,0.0
10475,10476,260000.0,2,2,1,46,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,135.0,0.0,0.0,109.0,945.0,135.0,0.0,0.0,109.0,945.0,9300.0,0.0
25175,25176,50000.0,2,2,1,22,1.0,1.0,2.0,2.0,2.0,2.0,44531.0,50863.0,49555.0,34644.0,28867.0,28983.0,7178.0,0.0,1656.0,944.0,967.0,1112.0,0.0
7405,7406,160000.0,2,4,1,39,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23223,23224,300000.0,2,1,1,31,0.0,0.0,0.0,0.0,0.0,0.0,147277.0,149893.0,152529.0,152882.0,113347.0,114554.0,7000.0,7000.0,6000.0,4084.0,4056.0,4300.0,0.0
